key,locale,package,origin_text,text
menu::phrase.parent_menu_does_not_exist,en,metafox/menu,Parent menu does not exist.,Parent menu does not exist.
menu::phrase.permissions,en,metafox/menu,Permissions,Permissions
menu::phrase.profile_menu_label,en,metafox/menu,Profile Menu,Profile Menu
menu::phrase.resolution,en,metafox/menu,Resolution,Resolution
menu::phrase.resource_name,en,metafox/menu,Resource,Resource
menu::phrase.settings,en,metafox/menu,Settings,Settings
menu::phrase.show_when_label,en,metafox/menu,Show When,Show When
menu::phrase.sidebar_menu_label,en,metafox/menu,Sidebar App Menu,Sidebar App Menu
menu::phrase.site_menu_label,en,metafox/menu,Site Menu,Site Menu
menu::phrase.the_menu_with_that_name_already_exists,en,metafox/menu,The menu with that name already exists,The menu with that name already exists
mfa::phrase.app_name,en,metafox/mfa,Multi-Factor Authentication,Multi-Factor Authentication
mfa::phrase.authentication,en,metafox/mfa,Authentication,Authentication
mfa::phrase.authenticator,en,metafox/mfa,Authenticator,Authenticator
mfa::phrase.authenticator_code_is_a_required_field,en,metafox/mfa,The authentication code is a required field.,The authentication code is a required field.
mfa::phrase.authenticator_code_is_invalid,en,metafox/mfa,The authentication code is invalid.,The authentication code is invalid.
mfa::phrase.authenticator_code_must_be_a_number_with_six_digits,en,metafox/mfa,The authentication code must be a number with 6 digits.,The authentication code must be a number with 6 digits.
mfa::phrase.authenticator_login_description,en,metafox/mfa,Type the 6-digit code that appears in the app.,Type the 6-digit code that appears in the app.
mfa::phrase.authenticator_provider_description,en,metafox/mfa,Recommended method. Use an app like Google Authentication to generate verification codes for more protection.,Recommended method. Use an app like Google Authentication to generate verification codes for more protection.
mfa::phrase.authenticator_provider_title,en,metafox/mfa,Authenticator App,Authenticator App
mfa::phrase.authenticator_qr_code_description,en,metafox/mfa,Or enter this code into your authentication app.,Or enter this code into your authentication app.
mfa::phrase.authenticator_qr_code_placeholder,en,metafox/mfa,Set up on same device,Set up on same device
mfa::phrase.authenticator_service_form_title,en,metafox/mfa,Configure Google Authenticator App,Configure Google Authenticator App
mfa::phrase.authenticator_service_setup_step_1,en,metafox/mfa,1. Open Google Authenticator app.,1. Open Google Authenticator app.
mfa::phrase.authenticator_service_setup_step_2,en,metafox/mfa,2. Tap the + button on the top right corner.,2. Tap the + button on the top right corner.
mfa::phrase.authenticator_service_setup_step_3,en,metafox/mfa,3. Tap Scan Barcode and point the phone to the code below.,3. Tap Scan Barcode and point the phone to the code below.
mfa::phrase.authenticator_service_setup_step_4,en,metafox/mfa,4. Type the 6-digit code that appears in the app.,4. Type the 6-digit code that appears in the app.
mfa::phrase.choose_an_authentication_service,en,metafox/mfa,Choose an authentication service,Choose an authentication service
mfa::phrase.confirm_password_desc,en,metafox/mfa,Turn on this setting if you want users to perform password confirmation before turning ON or OFF 2FA.,Turn on this setting if you want users to perform password confirmation before turning ON or OFF 2FA.
mfa::phrase.confirm_password_label,en,metafox/mfa,Confirm Password,Confirm Password
mfa::phrase.could_not_initialize_the_mfa_service,en,metafox/mfa,Could not initialize :service_type form for MFA service :service.,Could not initialize :service_type form for MFA service :service.
mfa::phrase.could_not_load_form,en,metafox/mfa,Could not load form,Could not load form
mfa::phrase.could_not_verify_the_mfa_service,en,metafox/mfa,Could not verify the MFA service :service.,Could not verify the MFA service :service.
mfa::phrase.deactivate_confirm,en,metafox/mfa,Are you sure you want to deactivate this service?,Are you sure you want to deactivate this service?
mfa::phrase.didnt_receive_a_verification_code_resend,en,metafox/mfa,Didn't receive a verification code? Resend,Didn't receive a verification code? Resend
mfa::phrase.email_authentication,en,metafox/mfa,Email Authentication,Email Authentication
mfa::phrase.email_provider_description,en,metafox/mfa,"The Email authentication method enables you to authenticate using the one-time password (OTP) that is sent to the registered email address.
    You must provide your email address in your profile to enable this service.","The Email authentication method enables you to authenticate using the one-time password (OTP) that is sent to the registered email address.
    You must provide your email address in your profile to enable this service."
mfa::phrase.email_provider_title,en,metafox/mfa,Email Authentication,Email Authentication
mfa::phrase.email_was_sent,en,metafox/mfa,We've e-mailed you a 6 digit code. Please check your e-mail and enter the code here to complete the verification.,We've e-mailed you a 6 digit code. Please check your e-mail and enter the code here to complete the verification.
mfa::phrase.enter_password,en,metafox/mfa,Enter Password,Enter Password
mfa::phrase.error_missing_config_required,en,metafox/mfa,Please update your config as described.,Please update your config as described.
mfa::phrase.failed_to_activate_the_service,en,metafox/mfa,Failed to activate the :service. The verification code is not valid or expired.,Failed to activate the :service. The verification code is not valid or expired.
mfa::phrase.failed_to_initialize_service_setup,en,metafox/mfa,Failed to initialize :service setup.,Failed to initialize :service setup.
mfa::phrase.force_attempts_count_desc,en,metafox/mfa,The number of times the user is permitted to perform authentication method.,The number of times the user is permitted to perform authentication method.
mfa::phrase.force_attempts_count_label,en,metafox/mfa,Brute-force Protection: MFA Limit,Brute-force Protection: MFA Limit
mfa::phrase.force_cool_down_desc,en,metafox/mfa,The amount of time the user must wait when authentication fails more than :name times is period hours.,The amount of time the user must wait when authentication fails more than :name times is period hours.
mfa::phrase.force_cool_down_label,en,metafox/mfa,Brute-force Protection: MFA Cool Down period,Brute-force Protection: MFA Cool Down period
mfa::phrase.for_your_security_you_must_re_enter_your_password_to_continue,en,metafox/mfa,"For your security, you must re-enter your password to continue.","For your security, you must re-enter your password to continue."
mfa::phrase.manage_mfa,en,metafox/mfa,Manage Mfa,Manage Mfa
mfa::phrase.mfa,en,metafox/mfa,MFA,MFA
mfa::phrase.mfa_attempts_warning_email_subject,en,metafox/mfa,Multi-Factor Authentication Attempts Warning,Multi-Factor Authentication Attempts Warning
mfa::phrase.mfa_attempts_warning_message,en,metafox/mfa,We've noticed that there have been multiple failed login attempts on your account.,We've noticed that there have been multiple failed login attempts on your account.
mfa::phrase.mfa_failure_notification,en,metafox/mfa,Multi-factor authentication failure notification,Multi-factor authentication failure notification
mfa::phrase.mfa_notification_type,en,metafox/mfa,MFA Notifications,MFA Notifications
mfa::phrase.multi_factor_authentication,en,metafox/mfa,Multi-Factor Authentication,Multi-Factor Authentication
mfa::phrase.must_wait_to_resend_verification,en,metafox/mfa,"You must wait for { duration, plural, =1{# second} other{# seconds}} to resend verification.","You must wait for { duration, plural, =1{# second} other{# seconds}} to resend verification."
mfa::phrase.please_choose_one_of_the_methods_below,en,metafox/mfa,Please choose one of the methods below:,Please choose one of the methods below:
mfa::phrase.please_select_the_services_you_want_to_remove,en,metafox/mfa,Please select the services you want to remove:,Please select the services you want to remove:
mfa::phrase.resend_verification_code_failed,en,metafox/mfa,Resend verification code failed.,Resend verification code failed.
mfa::phrase.resend_verification_delay_time_desc,en,metafox/mfa,,
mfa::phrase.resend_verification_delay_time_label,en,metafox/mfa,The time user must wait to resend verification again in seconds,The time user must wait to resend verification again in seconds
mfa::phrase.service_has_been_activated,en,metafox/mfa,The :service has been activated.,The :service has been activated.
mfa::phrase.service_has_been_deactivated,en,metafox/mfa,The :service has been deactivated.,The :service has been deactivated.
mfa::phrase.service_option_is_a_required_field,en,metafox/mfa,Authentication service option is a required field.,Authentication service option is a required field.
mfa::phrase.sms_authentication,en,metafox/mfa,SMS Authentication,SMS Authentication
mfa::phrase.sms_provider_description,en,metafox/mfa,"The SMS authentication method enables you to authenticate using the one-time password (OTP) that is sent to the registered phone number.
    You must provide your phone number in your profile to enable this service.","The SMS authentication method enables you to authenticate using the one-time password (OTP) that is sent to the registered phone number.
    You must provide your phone number in your profile to enable this service."
mfa::phrase.sms_provider_title,en,metafox/mfa,SMS Authentication,SMS Authentication
mfa::phrase.sms_was_sent,en,metafox/mfa,We've phone number you a 6 digit code. Please check your phone number and enter the code here to complete the verification.,We've phone number you a 6 digit code. Please check your phone number and enter the code here to complete the verification.
mfa::phrase.the_authentication_code_is_not_valid,en,metafox/mfa,The authentication code is not valid or expired.,The authentication code is not valid or expired.
mfa::phrase.the_mfa_token_has_been_expired,en,metafox/mfa,The MFA token has been expired.,The MFA token has been expired.
mfa::phrase.the_service_hasn_t_been_initialized_yet,en,metafox/mfa,The service :service hasn't been initialized yet.,The service :service hasn't been initialized yet.
mfa::phrase.the_token_does_not_exist,en,metafox/mfa,The token does not exist.,The token does not exist.
mfa::phrase.the_token_is_no_longer_valid,en,metafox/mfa,The token is no longer valid.,The token is no longer valid.
mfa::phrase.turn_off_two_factor_authentication_desc,en,metafox/mfa,"If you turn off two-factor authentication, your account will be protected with only your password","If you turn off two-factor authentication, your account will be protected with only your password"
mfa::phrase.turn_off_two_factor_authentication_label,en,metafox/mfa,Turn Off Two-factor Authentication?,Turn Off Two-factor Authentication?
mfa::phrase.two_factor_authentication,en,metafox/mfa,Two-factor Authentication,Two-factor Authentication
mfa::phrase.verification_code_content,en,metafox/mfa,:site_name: Your verification code is: :code. Don't share this code with anyone.,:site_name: Your verification code is: :code. Don't share this code with anyone.
mfa::phrase.verification_code_subject,en,metafox/mfa,Verification Code,Verification Code
mfa::phrase.verification_code_successfully,en,metafox/mfa,Verification code was sent successfully.,Verification code was sent successfully.
